feature,variant,distortion,level,seed,qp,n_images,descriptor_rank_rho,cu_count_rank_rho,rho_clean,rho_noisy,clean_mean,clean_sd,clean_iqr,clean_min,clean_max,clean_range,clean_unique_values,clean_exact_one_count,noisy_mean,noisy_sd,noisy_iqr,noisy_min,noisy_max,noisy_range,noisy_unique_values,noisy_exact_one_count
glcm_homogeneity,primary,awgn,15,20260813,22,24,0.9426086956521738,0.7478260869565216,-0.7139130434782609,-0.7104347826086956,0.8716240512044277,0.05409499919977894,0.06622044725747345,0.7469746214726523,0.9372633966933883,0.19028877522073606,24,,0.71324921253025,0.03770605726563398,0.026368283149634686,0.6475665817185641,0.8353273631554998,0.18776078143693575,24,
glcm_contrast,levels32,awgn,15,20260813,22,24,0.9182608695652172,0.7478260869565216,0.6217391304347826,0.76,5.432155634030951,3.9693098218884812,3.613699446852203,1.8581172909591763,17.126638770827647,15.26852147986847,24,,12.057429042222445,3.9421814823619976,4.0071097752556515,8.08368422271083,23.40170702732319,15.318022804612362,24,
glcm_entropy,levels32,awgn,15,20260813,22,24,0.8773913043478261,0.7478260869565216,0.6895652173913043,0.56,4.557684008151786,0.5560463504237281,0.5715063649947041,3.224283710099381,5.607529771250913,2.3832460611515325,24,,5.5516792042456045,0.30399880366816145,0.2710652160838718,4.726400737586557,6.1066848985942155,1.3802841610076584,24,
glcm_homogeneity,levels32,awgn,15,20260813,22,24,0.9417391304347825,0.7478260869565216,-0.8269565217391304,-0.7095652173913043,0.6574791114668138,0.1027615056417906,0.14117647526503507,0.42096069806493797,0.8034001164621348,0.38243941839719686,24,,0.33192989671306794,0.036158240483516874,0.02267987680997391,0.2785965437085608,0.4690616224784424,0.1904650787698816,24,
glcm_contrast,horizontal,awgn,15,20260813,22,24,0.877391304347826,0.7478260869565216,0.6704347826086956,0.7243478260869566,0.3208253672142966,0.20701243688564883,0.24541230627865576,0.1227998696219035,1.0011408083441982,0.8783409387222947,24,,0.788523248763358,0.19428703370743355,0.2309990538578267,0.45165060707301175,1.40745446952412,0.9558038624511083,24,
glcm_entropy,horizontal,awgn,15,20260813,22,24,0.84,0.7478260869565216,0.6278260869565218,0.49478260869565216,2.2746677419141808,0.37061545193154344,0.38671099177547363,1.1162200986713104,3.05564129780395,1.9394211991326396,24,,2.8824505722187954,0.24637604794300264,0.1934531886322466,2.1520064288084697,3.3723560256933824,1.2203495968849127,24,
glcm_homogeneity,horizontal,awgn,15,20260813,22,24,0.8660869565217391,0.7478260869565216,-0.6834782608695652,-0.6843478260869564,0.8946888240990537,0.047316472775981694,0.05812988676729047,0.7867555598113505,0.9496778709728801,0.16292231116152966,24,,0.7247979046392482,0.033733119909866154,0.026832101984491485,0.6683996018588545,0.842509552337859,0.17410995047900446,24,
sobel_si,primary,awgn,30,20260811,22,24,0.9982608695652174,0.5127201686763583,0.5539130434782609,0.7288541159470536,86.76512355807665,24.928701610454887,28.903198983501156,51.75380456078816,157.11382891853802,105.36002435774986,24,,94.8297842362759,16.57243251271223,16.510868228696765,73.86020401250659,144.39546849243558,70.535264479929,24,
luma_sd,primary,awgn,30,20260811,22,24,0.9860869565217392,0.5127201686763583,0.11130434782608695,0.6979778377655257,47.60766195452893,14.232016845913195,10.215770993899035,20.593882796303294,87.18909645914603,66.59521366284274,24,,54.859673421866376,11.048633788138977,7.311184776405355,34.91074451760141,85.26765746394007,50.35691294633866,24,
edge_fraction,primary,awgn,30,20260811,22,24,0.8478260869565217,0.5127201686763583,0.7869565217391303,0.2804957665786692,0.31682665233195106,0.1468195313867354,0.2118555777402345,0.11404290175600267,0.6525700097271284,0.5385271079711258,24,0,0.8685851081076469,0.033330395372314976,0.016353094762709297,0.7367736650796088,0.9055854195464086,0.16881175446679975,24,0
glcm_contrast,primary,awgn,30,20260811,22,24,0.8643478260869566,0.5127201686763583,0.6347826086956522,0.3087627818152792,0.4277335816230643,0.25930318910845895,0.2522012967730025,0.16710404264322667,1.1643228904214835,0.9972188477782569,24,,2.010796823489537,0.28631764579178137,0.2411560293170456,1.224195326091018,2.5886272292857866,1.3644319031947685,24,
