distortion,level,seed,qp,feature,primary,n_images,source,oriented_feature_change,log_density_ratio,density_change_percent
awgn,5,20260811,27,glcm_contrast,True,24,kodim07.png,0.1190309612465088,0.11180762979005689,11.829771278590172
awgn,5,20260811,27,glcm_contrast,True,24,kodim08.png,0.062034388857456824,0.024226639863891147,2.4522489217498444
awgn,5,20260811,27,glcm_contrast,True,24,kodim09.png,0.09680881172455119,0.38740820523105346,47.31577192397467
awgn,5,20260811,27,glcm_contrast,True,24,kodim10.png,0.09300888212409886,0.21014094796546343,23.385195662423385
awgn,5,20260811,27,glcm_contrast,True,24,kodim11.png,0.09567197504065811,0.11145618497266511,11.790476190476195
awgn,5,20260811,27,glcm_contrast,True,24,kodim12.png,0.09632953232319544,0.22976279464872232,25.83014986776373
awgn,5,20260811,27,glcm_contrast,True,24,kodim13.png,0.05312949706229375,0.001055269851259365,0.10558268443976448
awgn,5,20260811,27,glcm_contrast,True,24,kodim14.png,0.0728815595815357,0.04097700054709282,4.182814379259647
awgn,5,20260811,27,glcm_contrast,True,24,kodim15.png,0.07351984700280811,0.19421255580569255,21.435437359820565
awgn,5,20260811,27,glcm_contrast,True,24,kodim16.png,0.08855458203755212,0.27936107347480144,32.22846996152708
awgn,5,20260811,27,glcm_contrast,True,24,kodim17.png,0.07647249613112783,0.12845980711191157,13.707571801566587
awgn,5,20260811,27,glcm_contrast,True,24,kodim18.png,0.06975182897033405,0.24190254365223166,27.36700595352408
awgn,5,20260811,27,glcm_contrast,True,24,kodim19.png,0.08337464499569347,0.2901717546655422,33.66570453949096
awgn,5,20260811,27,glcm_contrast,True,24,kodim20.png,0.03768083811540507,0.15596063507249783,16.878019323671502
awgn,5,20260811,27,glcm_contrast,True,24,kodim21.png,0.10197894004449382,0.1137634795303269,12.048707541123683
awgn,5,20260811,27,glcm_contrast,True,24,kodim22.png,0.08523002413002073,0.26867030684615884,30.82237575217295
awgn,5,20260811,27,glcm_contrast,True,24,kodim23.png,0.1226009884414353,0.33111000880626756,39.251297257227556
awgn,5,20260811,27,glcm_contrast,True,24,kodim24.png,0.08066801746637531,0.02835675682161243,2.876263704969384
awgn,5,20260811,27,glcm_entropy,True,24,kodim01.png,0.09106553253433214,0.04223676115279952,4.314142488227235
awgn,5,20260811,27,glcm_entropy,True,24,kodim02.png,0.12996914653832725,0.11825979371070593,12.55364806866952
